rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year
1,1,1,OLD,20239670,베테랑2,2024-09-13,214415200,25.1,-433295120,-66.9,68841098486,23165,-43163,-65.1,7152361,1050,3471,20241010,2024
2,2,1,OLD,20232949,대도시의 사랑법,2024-10-01,175605100,20.6,-341109040,-66.0,3632868390,19075,-34133,-64.2,381374,987,2775,20241010,2024
3,3,1,OLD,20249434,조커: 폴리 아 되,2024-10-01,85297940,10.0,-219513910,-72.0,5550713240,8331,-20423,-71.0,532940,747,1779,20241010,2024
4,4,-3,OLD,20248492,와일드 로봇,2024-10-01,62206520,7.3,-540206050,-89.7,3096194700,7247,-59382,-89.1,338572,690,1437,20241010,2024
5,5,0,OLD,20040734,노트북,2004-11-26,54827600,6.4,-146930800,-72.8,4893134200,5704,-14590,-71.9,677443,427,714,20241010,2024
6,6,0,NEW,20233218,6시간 후 너는 죽는다,2024-10-16,60219000,7.1,60219000,100.0,84663800,4538,4538,100.0,6632,15,19,20241010,2024
7,7,2,OLD,20149629,비긴 어게인,2014-08-13,15718000,1.8,-30142200,-65.7,29354677251,1824,-3494,-65.7,3686841,246,327,20241010,2024
8,8,8,OLD,20234613,더 커버넌트,2024-09-27,14467900,1.7,-9976320,-40.8,289333750,1682,-1056,-38.6,32118,94,116,20241010,2024
9,9,-1,OLD,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,14917600,1.7,-62455090,-80.7,686018290,1596,-6659,-80.7,70453,337,423,20241010,2024
10,10,5,OLD,20244364,할머니가 죽기 전 백만장자가 되는 법,2024-10-09,11001900,1.3,-9383300,-46.0,31387100,1585,-1237,-43.8,4407,146,282,20241010,2024
1,1,3,OLD,20248492,와일드 로봇,2024-10-01,602412570,19.5,509626440,549.2,3033988180,66629,55948,523.8,331325,983,2878,20241009,2024
2,2,-1,OLD,20239670,베테랑2,2024-09-13,647710320,21.0,327937770,102.6,68626683286,66328,31827,92.2,7129196,1077,3839,20241009,2024
3,3,-1,OLD,20232949,대도시의 사랑법,2024-10-01,516714140,16.8,289173460,127.1,3457263290,53208,28176,112.6,362299,1101,3007,20241009,2024
4,4,-1,OLD,20249434,조커: 폴리 아 되,2024-10-01,304811850,9.9,140473730,85.5,5465415300,28754,12324,75.0,524609,828,2190,20241009,2024
5,5,0,NEW,20040734,노트북,2004-11-26,201758400,6.5,201758400,100.0,4838306600,20294,20294,100.0,671739,451,735,20241009,2024
6,6,0,OLD,20249899,트랜스포머 ONE,2024-09-25,122223180,4.0,92885060,316.6,3084574685,13459,10071,297.3,329627,575,962,20241009,2024
7,7,7,OLD,20249733,사랑의 하츄핑,2024-08-07,96572580,3.1,90558080,1505.7,10770586622,10372,9669,1375.4,1200785,354,486,20241009,2024
8,8,-1,OLD,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,77372690,2.5,54957590,245.2,671100690,8255,5772,232.5,68857,471,647,20241009,2024
9,9,-4,OLD,20149629,비긴 어게인,2014-08-13,45860200,1.5,14151900,44.6,29338959251,5318,1673,45.9,3685017,261,350,20241009,2024
10,10,2,OLD,20242495,브레드이발소: 빵스타의 탄생,2024-09-14,43712500,1.4,39301500,891.0,2119563600,5235,4513,625.1,243279,181,251,20241009,2024
1,1,0,OLD,20239670,베테랑2,2024-09-13,319772550,31.0,56996260,21.7,67978972966,34501,6197,21.9,7062868,1129,4101,20241008,2024
2,2,0,OLD,20232949,대도시의 사랑법,2024-10-01,227540680,22.0,46527220,25.7,2940549150,25032,5161,26.0,309091,875,2661,20241008,2024
3,3,0,OLD,20249434,조커: 폴리 아 되,2024-10-01,164338120,15.9,20133830,14.0,5160603450,16430,2226,15.7,495855,987,2751,20241008,2024
4,4,0,OLD,20248492,와일드 로봇,2024-10-01,92786130,9.0,34913430,60.3,2431575610,10681,4199,64.8,264696,735,1616,20241008,2024
5,5,1,OLD,20149629,비긴 어게인,2014-08-13,31708300,3.1,7512600,31.0,29293099051,3645,874,31.5,3679699,298,442,20241008,2024
6,6,2,OLD,20249899,트랜스포머 ONE,2024-09-25,29338120,2.8,10964940,59.7,2962351505,3388,1397,70.2,316168,430,649,20241008,2024
7,7,2,OLD,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,22415100,2.2,6874200,44.2,593728000,2483,847,51.8,60602,415,603,20241008,2024
8,8,2,OLD,20242541,룩백,2024-09-05,15124200,1.5,4035200,36.4,2446910714,1599,425,36.2,254778,181,284,20241008,2024
9,9,2,OLD,20234613,더 커버넌트,2024-09-27,13534360,1.3,4114760,43.7,250421630,1586,493,45.1,27698,78,94,20241008,2024
10,10,2,OLD,20242794,임영웅│아임 히어로 더 스타디움,2024-08-28,22970500,2.2,6350500,38.2,8980697000,919,254,38.2,319240,38,42,20241008,2024
1,1,0,OLD,20239670,베테랑2,2024-09-13,262776290,30.5,-468505970,-64.1,67659200416,28304,-45869,-61.8,7028367,1079,3878,20241007,2024
2,2,0,OLD,20232949,대도시의 사랑법,2024-10-01,181013460,21.0,-264010100,-59.3,2713008470,19871,-25265,-56.0,284059,808,2464,20241007,2024
3,3,1,OLD,20249434,조커: 폴리 아 되,2024-10-01,144204290,16.7,-313318820,-68.5,4996265330,14204,-28966,-67.1,479425,967,2784,20241007,2024
4,4,-1,OLD,20248492,와일드 로봇,2024-10-01,57872700,6.7,-341427790,-85.5,2338789480,6482,-36748,-85.0,254015,685,1434,20241007,2024
5,5,0,NEW,20227979,보통의 가족,2024-10-16,38826000,4.5,38826000,100.0,42795000,4062,4062,100.0,4503,14,14,20241007,2024
6,6,2,OLD,20149629,비긴 어게인,2014-08-13,24195700,2.8,-31519950,-56.6,29261390751,2771,-3465,-55.6,3676054,287,427,20241007,2024
7,7,0,NEW,20233218,6시간 후 너는 죽는다,2024-10-16,24444800,2.8,24444800,100.0,24444800,2094,2094,100.0,2094,8,11,20241007,2024
8,8,-3,OLD,20249899,트랜스포머 ONE,2024-09-25,18373180,2.1,-107179620,-85.4,2933013385,1991,-11553,-85.3,312780,384,580,20241007,2024
9,9,-2,OLD,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,15540900,1.8,-47292220,-75.3,571312900,1636,-4856,-74.8,58119,364,513,20241007,2024
10,10,1,OLD,20242541,룩백,2024-09-05,11089000,1.3,-16237150,-59.4,2431786514,1174,-1417,-54.7,253179,163,251,20241007,2024
1,1,0,OLD,20239670,베테랑2,2024-09-13,731282260,28.2,-127004550,-14.8,67396424126,74173,-13546,-15.4,7000063,1283,4333,20241006,2024
2,2,1,OLD,20232949,대도시의 사랑법,2024-10-01,445023560,17.2,-4071580,-0.9,2531995010,45136,-950,-2.1,264188,849,2558,20241006,2024
3,3,1,OLD,20248492,와일드 로봇,2024-10-01,399300490,15.4,37186020,10.3,2280916780,43230,4413,11.4,247533,1062,2637,20241006,2024
4,4,-2,OLD,20249434,조커: 폴리 아 되,2024-10-01,457523110,17.6,-193970590,-29.8,4852061040,43170,-17747,-29.1,465221,1109,3274,20241006,2024
5,5,0,OLD,20249899,트랜스포머 ONE,2024-09-25,125552800,4.8,2579250,2.1,2914640205,13544,367,2.8,310789,684,1198,20241006,2024
6,6,2,OLD,20249733,사랑의 하츄핑,2024-08-07,67036620,2.6,7657320,12.9,10664427342,7117,906,14.6,1189300,350,456,20241006,2024
7,7,-1,OLD,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,62833120,2.4,-15278130,-19.6,555772000,6492,-1580,-19.6,56483,517,813,20241006,2024
8,8,-1,OLD,20149629,비긴 어게인,2014-08-13,55715650,2.1,-11412210,-17.0,29237195051,6236,-1318,-17.4,3673283,305,425,20241006,2024
9,9,1,OLD,20242495,브레드이발소: 빵스타의 탄생,2024-09-14,32378700,1.2,3967000,14.0,2067580100,3618,425,13.3,236739,179,238,20241006,2024
10,10,-1,OLD,20244001,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,30583650,1.2,-1538300,-4.8,305570450,3342,-262,-7.3,35874,220,452,20241006,2024
1,1,0,OLD,20239670,베테랑2,2024-09-13,858286810,29.4,252318360,41.6,66665141866,87719,23504,36.6,6925890,1317,4604,20241005,2024
2,2,0,OLD,20249434,조커: 폴리 아 되,2024-10-01,651493700,22.3,176871360,37.3,4394537930,60917,15482,34.1,422051,1137,3603,20241005,2024
3,3,0,OLD,20232949,대도시의 사랑법,2024-10-01,449095140,15.4,168369470,60.0,2086971450,46086,16669,56.7,219052,856,2646,20241005,2024
4,4,0,OLD,20248492,와일드 로봇,2024-10-01,362114470,12.4,124678780,52.5,1881616290,38817,12719,48.7,204303,1046,2732,20241005,2024
5,5,0,OLD,20249899,트랜스포머 ONE,2024-09-25,122973550,4.2,32306350,35.6,2789087405,13177,3167,31.6,297245,699,1238,20241005,2024
6,6,0,OLD,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,78111250,2.7,13125490,20.2,492938880,8072,1275,18.8,49991,526,902,20241005,2024
7,7,0,OLD,20149629,비긴 어게인,2014-08-13,67127860,2.3,19282400,40.3,29181479401,7554,2020,36.5,3667047,312,447,20241005,2024
8,8,0,OLD,20249733,사랑의 하츄핑,2024-08-07,59379300,2.0,27126700,84.1,10597390722,6211,2694,76.6,1182183,344,454,20241005,2024
9,9,0,OLD,20244001,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,32121950,1.1,9955350,44.9,274986800,3604,1142,46.4,32532,211,451,20241005,2024
10,10,1,OLD,20242495,브레드이발소: 빵스타의 탄생,2024-09-14,28411700,1.0,9461500,49.9,2035201400,3193,939,41.7,233121,183,236,20241005,2024
1,1,0,OLD,20239670,베테랑2,2024-09-13,605968450,30.0,-454993370,-42.9,65806855056,64215,-46115,-41.8,6838171,1181,4303,20241004,2024
2,2,0,OLD,20249434,조커: 폴리 아 되,2024-10-01,474622340,23.5,-471481130,-49.8,3743044230,45435,-45440,-50.0,361134,1166,4022,20241004,2024
3,3,1,OLD,20232949,대도시의 사랑법,2024-10-01,280725670,13.9,-226608200,-44.7,1637876310,29417,-22987,-43.9,172966,819,2665,20241004,2024
4,4,-1,OLD,20248492,와일드 로봇,2024-10-01,237435690,11.8,-350342330,-59.6,1519501820,26098,-38284,-59.5,165486,880,2308,20241004,2024
5,5,0,OLD,20249899,트랜스포머 ONE,2024-09-25,90667200,4.5,-146508090,-61.8,2666113855,10010,-16233,-61.9,284068,609,1051,20241004,2024
6,6,0,OLD,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,64985760,3.2,-113231510,-63.5,414827630,6797,-11987,-63.8,41919,516,944,20241004,2024
7,7,2,OLD,20149629,비긴 어게인,2014-08-13,47845460,2.4,-27753440,-36.7,29114351541,5534,-3060,-35.6,3659493,296,430,20241004,2024
8,8,-1,OLD,20249733,사랑의 하츄핑,2024-08-07,32252600,1.6,-74301380,-69.7,10538011422,3517,-8005,-69.5,1175972,225,279,20241004,2024
9,9,-1,OLD,20244001,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,22166600,1.1,-58338600,-72.5,242864850,2462,-7118,-74.3,28928,186,385,20241004,2024
10,10,1,OLD,20242541,룩백,2024-09-05,23710180,1.2,-22189220,-48.3,2360503464,2396,-2314,-49.1,246300,190,307,20241004,2024
1,1,0,OLD,20239670,베테랑2,2024-09-13,1060961820,25.6,520677000,96.4,65200886606,110330,50429,84.2,6773956,1157,4000,20241003,2024
2,2,0,OLD,20249434,조커: 폴리 아 되,2024-10-01,946103470,22.8,367152520,63.4,3268421890,90875,33181,57.5,315699,1311,4621,20241003,2024
3,3,2,OLD,20248492,와일드 로봇,2024-10-01,587778020,14.2,495381690,536.1,1282066130,64382,53984,519.2,139388,951,2354,20241003,2024
4,4,-1,OLD,20232949,대도시의 사랑법,2024-10-01,507333870,12.2,244820310,93.3,1357150640,52404,23008,78.3,143549,869,2666,20241003,2024
5,5,1,OLD,20249899,트랜스포머 ONE,2024-09-25,237175290,5.7,193305520,440.6,2575446655,26243,21358,437.2,274058,663,1110,20241003,2024
6,6,-2,OLD,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,178217270,4.3,67869970,61.5,349841870,18784,6982,59.2,35122,554,1116,20241003,2024
7,7,11,OLD,20249733,사랑의 하츄핑,2024-08-07,106553980,2.6,99880280,1496.6,10505758822,11522,10796,1487.1,1172455,287,353,20241003,2024
8,8,7,OLD,20244001,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,80505200,1.9,74469500,1233.8,220698250,9580,8739,1039.1,26466,253,556,20241003,2024
9,9,-2,OLD,20149629,비긴 어게인,2014-08-13,75598900,1.8,40546300,115.7,29066506081,8594,4559,113.0,3653959,272,366,20241003,2024
10,10,2,OLD,20242495,브레드이발소: 빵스타의 탄생,2024-09-14,64183400,1.5,57632400,879.7,1987839500,7289,6305,640.8,227674,168,209,20241003,2024
1,1,1,OLD,20239670,베테랑2,2024-09-13,540284820,29.0,-561677650,-51.0,64139924786,59901,-54441,-47.6,6663626,1113,3847,20241002,2024
2,2,-1,OLD,20249434,조커: 폴리 아 되,2024-10-01,578950950,31.1,-1153808520,-66.6,2322318420,57694,-108812,-65.4,224824,1327,4761,20241002,2024
3,3,1,OLD,20232949,대도시의 사랑법,2024-10-01,262513560,14.1,-236601750,-47.4,849816770,29396,-23300,-44.2,91145,858,2705,20241002,2024
4,4,0,NEW,2022B512,명탐정 코난: 시한장치의 마천루,2024-10-02,110347300,5.9,110347300,100.0,171624600,11802,11802,100.0,16338,551,1257,20241002,2024
5,5,-2,OLD,20248492,와일드 로봇,2024-10-01,92396330,5.0,-398527450,-81.2,694288110,10398,-43096,-80.6,75006,721,1611,20241002,2024
6,6,-1,OLD,20249899,트랜스포머 ONE,2024-09-25,43869770,2.4,-226640740,-83.8,2338271365,4885,-25550,-83.9,247815,479,768,20241002,2024
7,7,2,OLD,20149629,비긴 어게인,2014-08-13,35052600,1.9,-37848900,-51.9,28990907181,4035,-4193,-51.0,3645365,241,319,20241002,2024
8,8,2,OLD,20242541,룩백,2024-09-05,17017780,0.9,-18069730,-51.5,2290893884,1840,-1722,-48.3,239194,171,266,20241002,2024
9,9,3,OLD,20244002, 극장총집편 봇치 더 록! 후편,2024-09-25,15835600,0.9,411000,2.7,247677400,1559,83,5.6,24625,95,143,20241002,2024
10,10,12,OLD,20243721,정국: 아이 엠 스틸,2024-09-18,33074000,1.8,24199000,272.7,1018515500,1323,968,272.7,40763,32,46,20241002,2024
1,1,0,NEW,20249434,조커: 폴리 아 되,2024-10-01,1732759470,37.1,1732759470,100.0,1743367470,166506,166506,100.0,167130,1385,5368,20241001,2024
2,2,-1,OLD,20239670,베테랑2,2024-09-13,1101962470,23.6,404027780,57.9,63599639966,114342,36767,47.4,6603725,1067,4012,20241001,2024
3,3,0,NEW,20248492,와일드 로봇,2024-10-01,490923780,10.5,490923780,100.0,601891780,53494,53494,100.0,64608,819,2311,20241001,2024
4,4,2,OLD,20232949,대도시의 사랑법,2024-10-01,499115310,10.7,475624210,2024.7,587303210,52696,50212,2021.4,61749,850,2880,20241001,2024
5,5,-3,OLD,20249899,트랜스포머 ONE,2024-09-25,270510510,5.8,131162210,94.1,2294401595,30435,15784,107.7,242930,596,1096,20241001,2024
6,6,41,OLD,20244001,"극장판 엉덩이 탐정: 안녕, 나의 영원한 친구",2024-10-01,108615350,2.3,107796350,13161.9,134157350,12993,12902,14178.0,16045,263,601,20241001,2024
7,7,6,OLD,20249733,사랑의 하츄핑,2024-08-07,116056710,2.5,106484810,1112.5,10392531142,12680,11639,1118.1,1160207,263,327,20241001,2024
8,8,7,OLD,20242495,브레드이발소: 빵스타의 탄생,2024-09-14,77565700,1.7,70556300,1006.6,1917105100,8492,7631,886.3,219401,170,231,20241001,2024
9,9,-6,OLD,20149629,비긴 어게인,2014-08-13,72901500,1.6,-5168500,-6.6,28955854581,8228,-746,-8.3,3641330,242,341,20241001,2024
10,10,-5,OLD,20242541,룩백,2024-09-05,35087510,0.8,11182210,46.8,2273876104,3562,1077,43.3,237354,193,304,20241001,2024
1,1,0,OLD,20243561,어쩔수가없다,2025-09-24,789192430,40.1,6637240,0.8,12036452470,81342,2112,2.7,1234240,1592,5815,20250930,2025
2,2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,579159480,29.4,57503030,11.0,6128083630,55748,6588,13.4,579379,900,3266,20250930,2025
3,3,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,168816320,8.6,23922820,16.5,54539696620,16574,2761,20.0,5026691,659,1224,20250930,2025
4,4,0,OLD,20242964,얼굴,2025-09-11,130242880,6.6,17230350,15.2,9598944010,13627,2117,18.4,932525,726,1579,20250930,2025
5,5,0,OLD,20254501,F1 더 무비,2025-06-25,25341600,1.3,5181400,25.7,54449795570,3590,698,24.1,5149402,247,291,20250930,2025
6,6,0,OLD,20030047,모노노케 히메,2003-04-25,28958440,1.5,2857140,10.9,2082795070,2821,138,5.1,170301,286,327,20250930,2025
7,7,1,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,14340600,0.7,2563300,21.8,706133900,1889,496,35.6,75855,173,204,20250930,2025
8,8,9,OLD,20257229,파르테노페,2025-09-24,14081200,0.7,9863400,233.9,67474200,1542,1033,202.9,7534,51,60,20250930,2025
9,9,1,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,15650200,0.8,2646700,20.4,788574600,1531,295,23.9,74368,175,229,20250930,2025
10,10,4,OLD,20241941,좀비딸,2025-07-30,10394000,0.5,4342000,71.7,53030805290,1515,679,81.2,5625745,64,66,20250930,2025
1,1,0,OLD,20243561,어쩔수가없다,2025-09-24,782555190,42.8,-1747091600,-69.1,11247260040,79230,-161026,-67.0,1152898,1589,5824,20250929,2025
2,2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,521656450,28.5,-662361360,-55.9,5548924150,49160,-56408,-53.4,523631,892,3236,20250929,2025
3,3,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,144893500,7.9,-338139960,-70.0,54370880300,13813,-31024,-69.2,5010117,648,1222,20250929,2025
4,4,0,OLD,20242964,얼굴,2025-09-11,113012530,6.2,-241635680,-68.1,9468701130,11510,-22511,-66.2,918898,694,1544,20250929,2025
5,5,3,OLD,20254501,F1 더 무비,2025-06-25,20160200,1.1,-16876680,-45.6,54424453970,2892,-2404,-45.4,5145812,228,273,20250929,2025
6,6,1,OLD,20030047,모노노케 히메,2003-04-25,26101300,1.4,-38663740,-59.7,2053836630,2683,-3345,-55.5,167480,267,311,20250929,2025
7,7,0,NEW,20228988,보스,2025-10-03,21762000,1.2,21762000,100.0,42359000,2418,2418,100.0,4593,13,13,20250929,2025
8,8,-3,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,11777300,0.6,-290084500,-96.1,691793300,1393,-31039,-95.7,73966,176,212,20250929,2025
9,9,1,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,33055900,1.8,-45644600,-58.0,1243611300,1337,-1844,-58.0,50640,122,160,20250929,2025
10,10,-1,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,13003500,0.7,-32198800,-71.2,772924400,1236,-3043,-71.1,72837,170,226,20250929,2025
1,1,0,OLD,20243561,어쩔수가없다,2025-09-24,2529646790,46.9,-58353820,-2.3,10464704850,240256,-1759,-0.7,1073668,1786,6738,20250928,2025
2,2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,1184017810,21.9,-198261480,-14.3,5027267700,105568,-17333,-14.1,474471,1064,3500,20250928,2025
3,3,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,483033460,9.0,-41544280,-7.9,54225986800,44837,-3232,-6.7,4996304,688,1240,20250928,2025
4,4,0,OLD,20242964,얼굴,2025-09-11,354648210,6.6,-27198610,-7.1,9355688600,34021,-2071,-5.7,907388,811,1515,20250928,2025
5,5,0,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,301861800,5.6,61167000,25.4,680016000,32432,6083,23.1,72573,369,734,20250928,2025
6,6,2,OLD,20256962,바다 탐험대 옥토넛 어보브 앤 비욘드 : 콰지의 깜짝 어드벤처,2025-09-27,73007400,1.4,23850500,48.5,140361000,7266,2357,48.0,14103,279,400,20250928,2025
7,7,-1,OLD,20030047,모노노케 히메,2003-04-25,64765040,1.2,-14109210,-17.9,2027735330,6028,-1285,-17.6,164797,274,317,20250928,2025
8,8,-1,OLD,20254501,F1 더 무비,2025-06-25,37036880,0.7,16160,0.0,54404293770,5296,-14,-0.3,5142920,220,248,20250928,2025
9,9,0,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,45202300,0.8,-1966000,-4.2,759920900,4279,-135,-3.1,71601,185,241,20250928,2025
10,10,0,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,78700500,1.5,-14733200,-15.8,1210555400,3181,-834,-20.8,49303,123,157,20250928,2025
1,1,0,OLD,20243561,어쩔수가없다,2025-09-24,2588000610,45.3,1252484020,93.8,7935058060,242015,114992,90.5,833412,1806,7142,20250927,2025
2,2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,1382279290,24.2,419837090,43.6,3843249890,122901,39665,47.7,368903,1059,3580,20250927,2025
3,3,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,524577740,9.2,256267550,95.5,53742953340,48069,24102,100.6,4951467,695,1276,20250927,2025
4,4,0,OLD,20242964,얼굴,2025-09-11,381846820,6.7,174100870,83.8,9001040390,36092,16203,81.5,873367,804,1570,20250927,2025
5,5,56,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,240694800,4.2,240286800,58893.8,378154200,26349,26281,38648.5,40141,368,725,20250927,2025
6,6,-1,OLD,20030047,모노노케 히메,2003-04-25,78874250,1.4,33650050,74.4,1962970290,7313,2975,68.6,158769,290,344,20250927,2025
7,7,-1,OLD,20254501,F1 더 무비,2025-06-25,37020720,0.6,7236020,24.3,54367256890,5310,1146,27.5,5137624,219,245,20250927,2025
8,8,109,OLD,20256962,바다 탐험대 옥토넛 어보브 앤 비욘드 : 콰지의 깜짝 어드벤처,2025-09-27,49156900,0.9,49140900,307130.6,67353600,4909,4907,245350.0,6837,269,401,20250927,2025
9,9,-2,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,47168300,0.8,18303600,63.4,714718600,4414,1738,64.9,67322,185,241,20250927,2025
10,10,-2,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,93433700,1.6,34110900,57.5,1131854900,4015,1615,67.3,46122,124,157,20250927,2025
1,1,0,OLD,20243561,어쩔수가없다,2025-09-24,1335516590,42.2,240023490,21.9,5347057450,127023,17297,15.8,591397,1872,7211,20250926,2025
2,2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,962442200,30.4,382772140,66.0,2460970600,83236,29334,54.4,246002,881,2930,20250926,2025
3,3,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,268310190,8.5,105295490,64.6,53218375600,23967,8655,56.5,4903398,618,1224,20250926,2025
4,4,0,OLD,20242964,얼굴,2025-09-11,207745950,6.6,59743250,40.4,8619193570,19889,5034,33.9,837275,766,1648,20250926,2025
5,5,1,OLD,20030047,모노노케 히메,2003-04-25,45224200,1.4,14053640,45.1,1884096040,4338,1321,43.8,151456,304,359,20250926,2025
6,6,-1,OLD,20254501,F1 더 무비,2025-06-25,29784700,0.9,5352700,21.9,54330236170,4164,719,20.9,5132314,224,258,20250926,2025
7,7,0,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,28864700,0.9,2666000,10.2,667550300,2676,148,5.9,62908,205,274,20250926,2025
8,8,1,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,59322800,1.9,4539500,8.3,1038421200,2400,177,8.0,42107,115,150,20250926,2025
9,9,-1,OLD,20241941,좀비딸,2025-07-30,8290000,0.3,-8898000,-51.8,53004368590,1271,-1249,-49.6,5621951,84,88,20250926,2025
10,10,94,OLD,20256034,킹 오브 프리즘 -유어 엔드리스 콜- 모두 빛나라! 프리즘 투어즈 ,2025-07-18,9911140,0.3,9826640,11629.2,297835630,1093,1083,10830.0,31393,12,16,20250926,2025
1,1,0,OLD,20243561,어쩔수가없다,2025-09-24,1095493100,46.6,-1549631960,-58.6,4011540860,109726,-221769,-66.9,464374,1860,6848,20250925,2025
2,2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,579670060,24.7,-337910280,-36.8,1498528400,53902,-54820,-50.4,162766,789,2592,20250925,2025
3,3,1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,163014700,6.9,-32860800,-16.8,52950065410,15312,-8120,-34.7,4879431,577,1145,20250925,2025
4,4,-1,OLD,20242964,얼굴,2025-09-11,148002700,6.3,-50018340,-25.3,8411447620,14855,-10361,-41.1,817386,757,1553,20250925,2025
5,5,2,OLD,20254501,F1 더 무비,2025-06-25,24432000,1.0,-733200,-2.9,54300451470,3445,-177,-4.9,5128150,216,248,20250925,2025
6,6,-1,OLD,20030047,모노노케 히메,2003-04-25,31170560,1.3,-14376740,-31.6,1838871840,3017,-2332,-43.6,147118,290,332,20250925,2025
7,7,-1,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,26198700,1.1,-4787600,-15.5,638685600,2528,-1472,-36.8,60232,197,272,20250925,2025
8,8,1,OLD,20241941,좀비딸,2025-07-30,17188000,0.7,9466400,122.6,52996078590,2520,1406,126.2,5620680,85,88,20250925,2025
9,9,4,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,54783300,2.3,31188400,132.2,979098400,2223,1269,133.0,39707,118,152,20250925,2025
10,10,12,OLD,20228988,보스,2025-10-03,13517000,0.6,6437000,90.9,20597000,1431,687,92.3,2175,8,8,20250925,2025
1,1,2,OLD,20243561,어쩔수가없다,2025-09-24,2645125060,61.3,2475271060,1457.3,2916047760,331495,316667,2135.6,354648,2114,7378,20250924,2025
2,2,0,NEW,20256757,극장판 체인소 맨: 레제편,2025-09-24,917580340,21.3,917580340,100.0,918858340,108722,108722,100.0,108864,829,2557,20250924,2025
3,3,-2,OLD,20242964,얼굴,2025-09-11,198021040,4.6,-54426920,-21.6,8263444920,25216,-217,-0.9,802531,773,1514,20250924,2025
4,4,-2,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,195875500,4.5,-27629870,-12.4,52787050710,23432,3532,17.7,4864119,601,1078,20250924,2025
5,5,1,OLD,20030047,모노노케 히메,2003-04-25,45547300,1.1,-7044500,-13.4,1807701280,5349,288,5.7,144101,288,326,20250924,2025
6,6,3,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,30986300,0.7,-3887200,-11.1,612486900,4000,661,19.8,57704,216,298,20250924,2025
7,7,-3,OLD,20254501,F1 더 무비,2025-06-25,25165200,0.6,-14133700,-36.0,54276019470,3622,-1957,-35.1,5124705,183,207,20250924,2025
8,8,0,NEW,20257229,파르테노페,2025-09-24,9626500,0.2,9626500,100.0,10904500,1228,1228,100.0,1370,50,53,20250924,2025
9,9,2,OLD,20241941,좀비딸,2025-07-30,7721600,0.2,-10636000,-57.9,52978890590,1114,-1554,-58.2,5618160,75,81,20250924,2025
10,10,33,OLD,20257586,2016 방탄소년단 라이브 화양연화 온 스테이지 : 에필로그 리마스터링,2025-09-23,25796060,0.6,22046060,587.9,29546060,1082,932,621.3,1232,95,157,20250924,2025
