rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year
1,1,0,OLD,20242964,얼굴,2025-09-11,252447960,19.5,-39568020,-13.5,8065423880,25433,-3585,-12.4,777315,972,3201,20250923,2025
2,2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,223505370,17.2,249800,0.1,52591175210,19900,-85,-0.4,4840687,925,2431,20250923,2025
3,3,0,OLD,20243561,어쩔수가없다,2025-09-24,169854000,13.1,69681300,69.6,270922700,14828,6567,79.5,23153,88,89,20250923,2025
4,4,1,OLD,20254501,F1 더 무비,2025-06-25,39298900,3.0,4903680,14.3,54250854270,5579,734,15.1,5121083,491,733,20250923,2025
5,5,3,OLD,20233039,살인자 리포트,2025-09-05,47797100,3.7,13070320,37.6,3606632660,5280,1707,47.8,360799,483,760,20250923,2025
6,6,-2,OLD,20030047,모노노케 히메,2003-04-25,52591800,4.1,-144760,-0.3,1762153980,5061,86,1.7,138752,503,837,20250923,2025
7,7,-1,OLD,20245485,귀시,2025-09-17,41035000,3.2,188600,0.5,637911310,4235,115,2.8,63425,503,803,20250923,2025
8,8,2,OLD,20161872,너의 이름은.,2017-01-04,57222900,4.4,9922800,21.0,32508503487,3510,670,23.6,3962543,47,48,20250923,2025
9,9,-2,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,34873500,2.7,-3659500,-9.5,581500600,3339,-305,-8.4,53704,240,509,20250923,2025
10,10,3,OLD,20257083,건국전쟁2 ,2025-09-10,26583500,2.0,7777400,41.4,433056360,2693,687,34.2,43913,186,213,20250923,2025
1,1,0,OLD,20242964,얼굴,2025-09-11,292015980,25.3,-658699150,-69.3,7812975920,29018,-61678,-68.0,751882,942,3293,20250922,2025
2,2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,223255570,19.3,-650006930,-74.4,52367669840,19985,-58031,-74.4,4820787,901,2458,20250922,2025
3,3,0,NEW,20243561,어쩔수가없다,2025-09-24,100172700,8.7,100172700,100.0,101068700,8261,8261,100.0,8325,40,48,20250922,2025
4,4,-1,OLD,20030047,모노노케 히메,2003-04-25,52736560,4.6,-134176650,-71.8,1709562180,4975,-11726,-70.2,133691,491,808,20250922,2025
5,5,-1,OLD,20254501,F1 더 무비,2025-06-25,34395220,3.0,-61908460,-64.3,54211555370,4845,-8801,-64.5,5115504,496,732,20250922,2025
6,6,0,OLD,20245485,귀시,2025-09-17,40846400,3.5,-81911440,-66.7,596876310,4120,-7748,-65.3,59190,477,787,20250922,2025
7,7,-2,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,38533000,3.3,-104619700,-73.1,546627100,3644,-9633,-72.6,50365,232,514,20250922,2025
8,8,-1,OLD,20233039,살인자 리포트,2025-09-05,34726780,3.0,-43257500,-55.5,3558835560,3573,-3984,-52.7,355519,444,727,20250922,2025
9,9,0,OLD,20241941,좀비딸,2025-07-30,20444800,1.8,-24686580,-54.7,52952811390,2880,-3594,-55.5,5614378,271,330,20250922,2025
10,10,1,OLD,20161872,너의 이름은.,2017-01-04,47300100,4.1,-54961800,-53.7,32451280587,2840,-3477,-55.0,3959033,35,36,20250922,2025
1,1,0,OLD,20242964,얼굴,2025-09-11,950715130,27.9,-241187050,-20.2,7520959940,90696,-22439,-19.8,722864,1075,3861,20250921,2025
2,2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,873262500,25.6,-202386620,-18.8,52144414270,78016,-16603,-17.5,4800802,1067,3149,20250921,2025
3,3,0,OLD,20030047,모노노케 히메,2003-04-25,186913210,5.5,-53232540,-22.2,1656825620,16701,-4894,-22.7,128716,578,966,20250921,2025
4,4,1,OLD,20254501,F1 더 무비,2025-06-25,96303680,2.8,-22165120,-18.7,54177160150,13646,-3149,-18.7,5110659,540,851,20250921,2025
5,5,-1,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,143152700,4.2,-42614400,-22.9,508094100,13277,-3974,-23.0,46721,271,641,20250921,2025
6,6,0,OLD,20245485,귀시,2025-09-17,122757840,3.6,-25720080,-17.3,556029910,11868,-2601,-18.0,55070,608,1062,20250921,2025
7,7,2,OLD,20233039,살인자 리포트,2025-09-05,77984280,2.3,-22459120,-22.4,3524108780,7557,-2037,-21.2,351946,536,868,20250921,2025
8,8,-1,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,178996600,5.3,-85757900,-32.4,770762300,7247,-3411,-32.0,31282,160,373,20250921,2025
9,9,1,OLD,20241941,좀비딸,2025-07-30,45131380,1.3,-3742920,-7.7,52932366590,6474,-567,-8.1,5611498,385,502,20250921,2025
10,10,-2,OLD,20256702,컨저링: 마지막 의식,2025-09-03,71019800,2.1,-36317800,-33.8,4332091290,6444,-3249,-33.5,410828,422,563,20250921,2025
1,1,0,OLD,20242964,얼굴,2025-09-11,1191902180,28.4,659103800,123.7,6570244810,113135,61995,121.2,632168,1114,4024,20250920,2025
2,2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,1075649120,25.6,629709820,141.2,51271151770,94619,54779,137.5,4722786,1095,3289,20250920,2025
3,3,1,OLD,20030047,모노노케 히메,2003-04-25,240145750,5.7,123791730,106.4,1469912410,21595,10786,99.8,112015,589,1002,20250920,2025
4,4,-1,OLD,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,185767100,4.4,6592800,3.7,364941400,17251,1058,6.5,33444,266,664,20250920,2025
5,5,0,OLD,20254501,F1 더 무비,2025-06-25,118468800,2.8,47930940,68.0,54080856470,16795,6783,67.7,5097013,540,875,20250920,2025
6,6,0,OLD,20245485,귀시,2025-09-17,148477920,3.5,51090070,52.5,433272070,14469,5093,54.3,43202,599,1102,20250920,2025
7,7,0,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,264754500,6.3,59166400,28.8,591765700,10658,2349,28.3,24035,169,390,20250920,2025
8,8,1,OLD,20256702,컨저링: 마지막 의식,2025-09-03,107337600,2.6,37793300,54.3,4261071490,9693,3375,53.4,404384,457,634,20250920,2025
9,9,-1,OLD,20233039,살인자 리포트,2025-09-05,100443400,2.4,19345200,23.9,3446124500,9594,1392,17.0,344389,557,915,20250920,2025
10,10,1,OLD,20241941,좀비딸,2025-07-30,48874300,1.2,21070580,75.8,52887235210,7041,3027,75.4,5605024,401,522,20250920,2025
1,1,0,OLD,20242964,얼굴,2025-09-11,532798380,23.7,190387190,55.6,5378342630,51140,16791,48.9,519033,1048,3218,20250919,2025
2,2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,445939300,19.9,178249130,66.6,50195502650,39840,14672,58.3,4628167,971,2829,20250919,2025
3,3,0,NEW,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,179174300,8.0,179174300,100.0,179174300,16193,16193,100.0,16193,245,752,20250919,2025
4,4,-1,OLD,20030047,모노노케 히메,2003-04-25,116354020,5.2,4304860,3.8,1229766660,10809,-188,-1.7,90420,541,962,20250919,2025
5,5,0,OLD,20254501,F1 더 무비,2025-06-25,70537860,3.1,20069460,39.8,53962387670,10012,2932,41.4,5080218,505,836,20250919,2025
6,6,-2,OLD,20245485,귀시,2025-09-17,97387850,4.3,18790150,23.9,284794150,9376,1198,14.6,28733,621,1250,20250919,2025
7,7,0,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,205588100,9.2,86955000,73.3,327011200,8309,3520,73.5,13377,176,410,20250919,2025
8,8,-2,OLD,20233039,살인자 리포트,2025-09-05,81098200,3.6,16089700,24.8,3345681100,8202,1563,23.5,334795,571,1010,20250919,2025
9,9,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,69544300,3.1,25005700,56.1,4153733890,6318,2145,51.4,394691,420,592,20250919,2025
10,10,0,OLD,20161872,너의 이름은.,2017-01-04,79385800,3.5,16664200,26.6,32206280087,4689,988,26.7,3943926,34,39,20250919,2025
1,1,0,OLD,20242964,얼굴,2025-09-11,342411190,22.8,-53004630,-13.4,4845544250,34349,-5343,-13.5,467893,990,2897,20250918,2025
2,2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,267690170,17.9,-112950890,-29.7,49749563350,25168,-10582,-29.6,4588327,937,2654,20250918,2025
3,3,0,OLD,20030047,모노노케 히메,2003-04-25,112049160,7.5,-187304320,-62.6,1113412640,10997,-19148,-63.5,79611,529,1013,20250918,2025
4,4,0,OLD,20245485,귀시,2025-09-17,78597700,5.2,-19117900,-19.6,187406300,8178,-1790,-18.0,19357,607,1357,20250918,2025
5,5,0,OLD,20254501,F1 더 무비,2025-06-25,50468400,3.4,-8084650,-13.8,53891849810,7080,-654,-8.5,5070206,516,849,20250918,2025
6,6,0,OLD,20233039,살인자 리포트,2025-09-05,65008500,4.3,447220,0.7,3264582900,6639,70,1.1,326593,594,1074,20250918,2025
7,7,0,NEW,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,118633100,7.9,118633100,100.0,121423100,4789,4789,100.0,5068,19,82,20250918,2025
8,8,0,OLD,20241941,좀비딸,2025-07-30,27788800,1.9,-6720100,-19.5,52810557190,4217,-803,-16.0,5593969,350,424,20250918,2025
9,9,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,44538600,3.0,-5148300,-10.4,4084189590,4173,-479,-10.3,388373,410,573,20250918,2025
10,10,0,OLD,20161872,너의 이름은.,2017-01-04,62721600,4.2,-8102100,-11.4,32126894287,3701,-583,-13.6,3939237,35,38,20250918,2025
1,1,0,OLD,20242964,얼굴,2025-09-11,395415820,20.6,22553260,6.0,4503133060,39692,2565,6.9,433544,985,2839,20250917,2025
2,2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,380641060,19.9,68119980,21.8,49481873180,35750,7560,26.8,4563159,961,2784,20250917,2025
3,3,5,OLD,20030047,모노노케 히메,2003-04-25,299353480,15.6,245793480,458.9,1001363480,30145,27278,951.4,68614,557,1084,20250917,2025
4,4,0,NEW,20245485,귀시,2025-09-17,97715600,5.1,97715600,100.0,108808600,9968,9968,100.0,11179,618,1430,20250917,2025
5,5,-2,OLD,20254501,F1 더 무비,2025-06-25,58553050,3.1,1880570,3.3,53841381410,7734,50,0.7,5063126,521,866,20250917,2025
6,6,-2,OLD,20233039,살인자 리포트,2025-09-05,64561280,3.4,-5405070,-7.7,3199574400,6569,-259,-3.8,319954,583,1058,20250917,2025
7,7,0,NEW,20244606,바로 지금 여기,2025-09-17,51328000,2.7,51328000,100.0,63033000,6081,6081,100.0,7370,84,91,20250917,2025
8,8,-1,OLD,20241941,좀비딸,2025-07-30,34508900,1.8,2749000,8.7,52782768390,5020,470,10.3,5589752,339,415,20250917,2025
9,9,-4,OLD,20256702,컨저링: 마지막 의식,2025-09-03,49686900,2.6,-19835460,-28.5,4039650990,4652,-1822,-28.1,384200,436,602,20250917,2025
10,10,0,NEW,20161872,너의 이름은.,2017-01-04,70823700,3.7,70823700,100.0,32064172687,4284,4284,100.0,3935536,49,55,20250917,2025
1,1,0,OLD,20242964,얼굴,2025-09-11,372862560,31.7,-29054710,-7.2,4107717240,37127,-2368,-6.0,393852,976,3119,20250916,2025
2,2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,312521080,26.6,-59799180,-16.1,49101232120,28190,-5049,-15.2,4527409,1053,3018,20250916,2025
3,3,1,OLD,20254501,F1 더 무비,2025-06-25,56672480,4.8,-6670280,-10.5,53782828360,7684,-932,-10.8,5055392,592,1015,20250916,2025
4,4,-1,OLD,20233039,살인자 리포트,2025-09-05,69966350,6.0,-20246670,-22.4,3135013120,6828,-2146,-23.9,313385,654,1346,20250916,2025
5,5,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,69522360,5.9,-9792880,-12.3,3989964090,6474,-824,-11.3,379548,559,980,20250916,2025
6,6,1,OLD,20247245,홈캠,2025-09-10,43504200,3.7,2320400,5.6,664316500,5393,1219,29.2,71647,238,602,20250916,2025
7,7,-1,OLD,20241941,좀비딸,2025-07-30,31759900,2.7,-1194700,-3.6,52748259490,4550,-325,-6.7,5584732,477,641,20250916,2025
8,8,1,OLD,20030047,모노노케 히메,2003-04-25,53560000,4.6,12217000,29.6,702010000,2867,621,27.6,38469,25,97,20250916,2025
9,9,-1,OLD,20257083,건국전쟁2 ,2025-09-10,24622400,2.1,-2268600,-8.4,261741850,2655,-247,-8.5,26406,314,421,20250916,2025
10,10,10,OLD,20210546,악마가 이사왔다,2025-08-13,7929500,0.7,4831000,155.9,4125500010,1163,714,159.0,436088,44,51,20250916,2025
1,1,1,OLD,20242964,얼굴,2025-09-11,401917270,30.9,-747302680,-65.0,3734854680,39495,-68779,-63.5,356725,878,2935,20250915,2025
2,2,-1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,372320260,28.6,-952740270,-71.9,48788711040,33239,-86896,-72.3,4499219,1065,3109,20250915,2025
3,3,1,OLD,20233039,살인자 리포트,2025-09-05,90213020,6.9,-159939380,-63.9,3065046770,8974,-14437,-61.7,306557,669,1429,20250915,2025
4,4,-1,OLD,20254501,F1 더 무비,2025-06-25,63342760,4.9,-130325070,-67.3,53726155880,8616,-17765,-67.3,5047708,602,1052,20250915,2025
5,5,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,79315240,6.1,-172496030,-68.5,3920441730,7298,-15679,-68.2,373074,579,1059,20250915,2025
6,6,0,OLD,20241941,좀비딸,2025-07-30,32954600,2.5,-95139000,-74.3,52716499590,4875,-13366,-73.3,5580182,459,653,20250915,2025
7,7,0,OLD,20247245,홈캠,2025-09-10,41183800,3.2,-98109800,-70.4,620812300,4174,-9627,-69.8,66254,235,611,20250915,2025
8,8,0,OLD,20257083,건국전쟁2 ,2025-09-10,26891000,2.1,-36878400,-57.8,237119450,2902,-3140,-52.0,23751,319,425,20250915,2025
9,9,0,OLD,20030047,모노노케 히메,2003-04-25,41343000,3.2,-68156500,-62.2,648450000,2246,-3523,-61.1,35602,25,98,20250915,2025
10,10,14,OLD,20243864,연의 편지,2025-10-01,13644000,1.0,7449000,120.2,26428600,1452,791,119.7,2831,6,10,20250915,2025
1,1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,1325060530,32.6,-408737980,-23.6,48416390780,120135,-35977,-23.0,4465980,1241,3943,20250914,2025
2,2,0,OLD,20242964,얼굴,2025-09-11,1149219950,28.3,-129703680,-10.1,3332937410,108274,-12079,-10.0,317230,957,3214,20250914,2025
3,3,0,OLD,20254501,F1 더 무비,2025-06-25,193667830,4.8,-54403280,-21.9,53662813120,26381,-7234,-21.5,5039092,649,1136,20250914,2025
4,4,1,OLD,20233039,살인자 리포트,2025-09-05,250152400,6.2,-70082100,-21.9,2974833750,23411,-6457,-21.6,297583,802,1718,20250914,2025
5,5,-1,OLD,20256702,컨저링: 마지막 의식,2025-09-03,251811270,6.2,-112098850,-30.8,3841126490,22977,-9934,-30.2,365776,702,1379,20250914,2025
6,6,0,OLD,20241941,좀비딸,2025-07-30,128093600,3.2,-17056500,-11.8,52683544990,18241,-2468,-11.9,5575307,564,813,20250914,2025
7,7,0,OLD,20247245,홈캠,2025-09-10,139293600,3.4,-35411900,-20.3,579628500,13801,-3473,-20.1,62080,280,760,20250914,2025
8,8,1,OLD,20257083,건국전쟁2 ,2025-09-10,63769400,1.6,6951400,12.2,210228450,6042,547,10.0,20849,336,419,20250914,2025
9,9,-1,OLD,20030047,모노노케 히메,2003-04-25,109499500,2.7,-26676000,-19.6,607107000,5769,-1313,-18.5,33356,26,105,20250914,2025
10,10,0,OLD,20256281,첫사랑 엔딩,2025-08-27,53445200,1.3,2374540,4.6,1267438360,5049,278,5.8,131102,165,220,20250914,2025
1,1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,1733798510,34.6,1113160500,179.4,47091330250,156112,101935,188.2,4345845,1270,4118,20250913,2025
2,2,0,OLD,20242964,얼굴,2025-09-11,1278923630,25.5,720841550,129.2,2183717460,120353,67066,125.9,208956,915,3258,20250913,2025
3,3,0,OLD,20254501,F1 더 무비,2025-06-25,248071110,4.9,113349850,84.1,53469145290,33615,15548,86.1,5012711,676,1179,20250913,2025
4,4,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,363910120,7.3,171531750,89.2,3589315220,32911,15765,91.9,342799,708,1482,20250913,2025
5,5,0,OLD,20233039,살인자 리포트,2025-09-05,320234500,6.4,144039000,81.7,2724681350,29868,12778,74.8,274172,841,1861,20250913,2025
6,6,1,OLD,20241941,좀비딸,2025-07-30,145150100,2.9,89140700,159.2,52555451390,20709,12633,156.4,5557066,578,843,20250913,2025
7,7,-1,OLD,20247245,홈캠,2025-09-10,174705500,3.5,90203200,106.7,440334900,17274,8298,92.4,48279,279,801,20250913,2025
8,8,0,OLD,20030047,모노노케 히메,2003-04-25,136175500,2.7,50368500,58.7,497607500,7082,2599,58.0,27587,26,106,20250913,2025
9,9,0,OLD,20257083,건국전쟁2 ,2025-09-10,56818000,1.1,30756900,118.0,146459050,5495,2885,110.5,14807,347,447,20250913,2025
10,10,2,OLD,20256281,첫사랑 엔딩,2025-08-27,51070660,1.0,26001960,103.7,1213993160,4771,2444,105.0,126053,175,228,20250913,2025
1,1,1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,620638010,28.1,255465630,70.0,45357531740,54177,20353,60.2,4189733,1125,3407,20250912,2025
2,2,-1,OLD,20242964,얼굴,2025-09-11,558082080,25.3,214350330,62.4,904793830,53287,18269,52.2,88603,917,3329,20250912,2025
3,3,1,OLD,20254501,F1 더 무비,2025-06-25,134721260,6.1,47448820,54.4,53221074180,18067,6462,55.7,4979096,616,1056,20250912,2025
4,4,1,OLD,20256702,컨저링: 마지막 의식,2025-09-03,192378370,8.7,71279250,58.9,3225405100,17146,5870,52.1,309888,657,1277,20250912,2025
5,5,-2,OLD,20233039,살인자 리포트,2025-09-05,176195500,8.0,41942210,31.2,2404446850,17090,3495,25.7,244304,777,1585,20250912,2025
6,6,0,OLD,20247245,홈캠,2025-09-10,84502300,3.8,22836600,37.0,265629400,8976,1656,22.6,31005,275,774,20250912,2025
7,7,0,OLD,20241941,좀비딸,2025-07-30,56009400,2.5,8450100,17.8,52410301290,8076,1157,16.7,5536357,528,788,20250912,2025
8,8,0,OLD,20030047,모노노케 히메,2003-04-25,85807000,3.9,-2952500,-3.3,361432000,4483,-381,-7.8,20505,26,105,20250912,2025
9,9,1,OLD,20257083,건국전쟁2 ,2025-09-10,26061100,1.2,2360550,10.0,89641050,2610,62,2.4,9312,336,509,20250912,2025
10,10,1,OLD,20240206,전력질주,2025-09-10,16838900,0.8,5095000,43.4,70347400,2462,791,47.3,9175,139,360,20250912,2025
1,1,32,OLD,20242964,얼굴,2025-09-11,343731750,22.6,340751750,11434.6,346711750,35018,34720,11651.0,35316,940,3368,20250911,2025
2,2,-1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,365172380,24.1,-71707100,-16.4,44736893730,33824,-7352,-17.9,4135556,1073,3115,20250911,2025
3,3,-1,OLD,20233039,살인자 리포트,2025-09-05,134253290,8.8,-51528500,-27.7,2228251350,13595,-5197,-27.7,227214,700,1336,20250911,2025
4,4,-1,OLD,20254501,F1 더 무비,2025-06-25,87272440,5.7,-36532510,-29.5,53086352920,11605,-4520,-28.0,4961029,553,928,20250911,2025
5,5,-1,OLD,20256702,컨저링: 마지막 의식,2025-09-03,121099120,8.0,-32915350,-21.4,3033026730,11276,-3231,-22.3,292742,601,1108,20250911,2025
6,6,-1,OLD,20247245,홈캠,2025-09-10,61665700,4.1,-46512700,-43.0,181127100,7320,-5986,-45.0,22029,245,723,20250911,2025
7,7,0,OLD,20241941,좀비딸,2025-07-30,47559300,3.1,-21781900,-31.4,52354291890,6919,-2888,-29.4,5528281,492,715,20250911,2025
8,8,-2,OLD,20030047,모노노케 히메,2003-04-25,88759500,5.8,-82500000,-48.2,275625000,4864,-5075,-51.1,16022,26,114,20250911,2025
9,9,0,NEW,20040590,퍼펙트 블루,2004-05-26,48435250,3.2,48435250,100.0,52376250,4319,4319,100.0,4882,138,248,20250911,2025
10,10,-2,OLD,20257083,건국전쟁2 ,2025-09-10,23700550,1.6,-8934350,-27.4,63579950,2548,-857,-25.2,6702,349,538,20250911,2025
1,1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,436879480,27.8,-121603330,-21.8,44371721350,41176,-7556,-15.5,4101732,1268,3809,20250910,2025
2,2,0,OLD,20233039,살인자 리포트,2025-09-05,185781790,11.8,-25642160,-12.1,2093998060,18792,-2606,-12.2,213619,741,1798,20250910,2025
3,3,1,OLD,20254501,F1 더 무비,2025-06-25,123804950,7.9,23455010,23.4,52999080480,16125,6392,65.7,4949424,634,1226,20250910,2025
4,4,-1,OLD,20256702,컨저링: 마지막 의식,2025-09-03,154014470,9.8,-11242930,-6.8,2911927610,14507,-900,-5.8,281466,700,1529,20250910,2025
5,5,0,NEW,20247245,홈캠,2025-09-10,108178400,6.9,108178400,100.0,119461400,13306,13306,100.0,14709,260,894,20250910,2025
6,6,0,NEW,20030047,모노노케 히메,2003-04-25,171259500,10.9,171259500,100.0,186865500,9939,9939,100.0,11158,26,114,20250910,2025
7,7,-2,OLD,20241941,좀비딸,2025-07-30,69341200,4.4,-5400600,-7.2,52306732590,9807,1863,23.5,5521362,625,1062,20250910,2025
8,8,24,OLD,20257083,건국전쟁2 ,2025-09-10,32634900,2.1,31114900,2047.0,39879400,3405,3253,2140.1,4154,379,693,20250910,2025
9,9,0,NEW,20240206,전력질주,2025-09-10,23071700,1.5,23071700,100.0,41764600,3229,3229,100.0,5042,168,441,20250910,2025
10,10,0,NEW,19950366,토이 스토리 ,1995-12-30,27860200,1.8,27860200,100.0,39211278,2950,2950,100.0,4282,54,95,20250910,2025
1,1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,558482810,43.1,-54328880,-8.9,43934841870,48732,-5464,-10.1,4060556,1370,4223,20250909,2025
2,2,0,OLD,20233039,살인자 리포트,2025-09-05,211423950,16.3,3650930,1.8,1908216270,21398,713,3.4,194827,691,2231,20250909,2025
3,3,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,165257400,12.8,-31258300,-15.9,2757913140,15407,-2997,-16.3,266959,777,1788,20250909,2025
4,4,0,OLD,20254501,F1 더 무비,2025-06-25,100349940,7.8,-4625300,-4.4,52875275530,9733,-275,-2.7,4933299,612,1184,20250909,2025
5,5,0,OLD,20241941,좀비딸,2025-07-30,74741800,5.8,4592890,6.5,52237391390,7944,800,11.2,5511555,615,1233,20250909,2025
6,6,0,OLD,20256281,첫사랑 엔딩,2025-08-27,27849400,2.2,-2939600,-9.5,1099911000,2697,-304,-10.1,115336,262,351,20250909,2025
7,7,0,OLD,20256071,투게더,2025-09-03,20294000,1.6,3627700,21.8,279448500,2505,771,44.5,33273,196,394,20250909,2025
8,8,3,OLD,20249072,3학년 2학기,2025-09-03,9674900,0.7,4978600,106.0,69100100,1268,705,125.2,8207,74,85,20250909,2025
9,9,0,OLD,20246333,3670,2025-09-03,10005200,0.8,2693000,36.8,89793400,1040,320,44.4,9312,71,88,20250909,2025
10,10,0,NEW,20245485,귀시,2025-09-17,9153000,0.7,9153000,100.0,11093000,1017,1017,100.0,1211,4,5,20250909,2025
1,1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,612811690,45.6,-1309841110,-68.1,43376359060,54196,-125635,-69.9,4011824,1352,4261,20250908,2025
2,2,1,OLD,20233039,살인자 리포트,2025-09-05,207773020,15.5,-315072650,-60.3,1696792320,20685,-32562,-61.2,173429,668,2191,20250908,2025
3,3,-1,OLD,20256702,컨저링: 마지막 의식,2025-09-03,196515700,14.6,-365601320,-65.0,2592655740,18404,-35853,-66.1,251552,780,1796,20250908,2025
